Key,Source,Context,Changes,English,French,German,Klingon,Spanish
mmGoAirDropValues,,Main Menu Game Options,KgNone,EVERY {0} DAY(S),TOUS LES {0} JOUR(S),ALLE {0} TAG(E),,CADA {0} DÍA(S)
mmGoAll,,Main Menu Game Options,KgNone,EVERYTHING,TOUT,ALLES,,TODO
mmGoBackpack,,Main Menu Game Options,KgNone,BACKPACK ONLY,SAC À DOS UNIQUEMENT,NUR RUCKSACK,,SOLO MOCHILA
mmGoBlockDurability,,Main Menu Game Options,KgNone,BLOCK DURABILITY,DURABILITÉ DU BLOC,HALTBARKEIT DER BLÖCKE,,DURABILIDAD DE BLOQUES
mmGoBlockDurabilityValue,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoBlockDurabilityValues,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoBuildCreate,,Main Menu Game Options,KgNone,CHEAT MODE,MODE TRICHERIE,CHEAT-MODUS,,MODO CON TRUCOS
mmGoCategoryAdvancedOptions,,Main Menu Game Options,KgNone,MODDED OPTIONS,OPTIONS MODIFIÉES,MODIFIZIERTE OPTIONEN,,OPCIONES MODIFICADAS
mmGoCategoryGameOptions,,Main Menu Game Options,KgNone,STANDARD OPTIONS,OPTIONS STANDARDS,STANDARD-OPTIONEN,,OPCIONES ESTÁNDAR
mmGoCategoryMultiplayer,,Main Menu Game Options,KgNone,MULTIPLAYER,MULTIJOUEUR,MEHRSPIELER,,MULTIJUGADOR
mmGoCraftTimer,,Main Menu Game Options,KgNone,CRAFT TIMER,DURÉE DE FABRICATION,FERTIGUNGS-TIMER,,CRONÓMETRO DE FABRICACIÓN
mmGoDay,,Main Menu Game Options,KgNone,{0} DAY,{0} JOUR,{0} TAG,,{0} DÍA
mmGoDayCount,,Main Menu Game Options,KgNone,MATCH LENGTH:,LONGUEUR DU MATCH :,LÄNGE DES MATCHES:,,DURACIÓN DE LA PARTIDA:
mmGoDayCountDesc,,Main Menu Game Options,KgNone,NUMBER OF DAYS PER MATCH.,NOMBRE DE JOURS PAR MATCH.,ANZAHL DER TAGE PRO MATCH.,,CANTIDAD DE DÍAS POR PARTIDA.
mmGoDayLength,,Main Menu Game Options,KgNone,24 HOUR CYCLE,CYCLE DE 24 HEURES,24-STUNDEN-ZYKLUS,,CICLOS DE 24 HORAS
mmGoDayLightLength,,Main Menu Game Options,KgNone,DAYLIGHT LENGTH,HEURES DE CLARTÉ,DAUER DES TAGESLICHTS,,DURACIÓN DE LA LUZ DIURNA
mmGoDayLightLengthValue,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoDayLightLengthValues,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoDays,,Main Menu Game Options,KgNone,{0} DAYS,{0} JOURS,{0} TAGE,,{0} DÍAS
mmGoDeleteAll,,Main Menu Game Options,KgNone,DELETE ALL,TOUT SUPPRIMER,ALLES LÖSCHEN,,BORRAR TODO
mmGoDifficulty,,Main Menu Game Options,KgNone,DIFFICULTY SETTINGS,PARAMÈTRES DE DIFFICULTÉ,EINSTELLUNG DES SCHWIERIGKEITSGRADS,,OPCIONES DE DIFICULTAD
mmGoDifficulty1,,Main Menu Game Options,KgNone,SCAVENGER,GLANEUR,PLÜNDERER,,CARROÑERO
mmGoDifficulty2,,Main Menu Game Options,KgNone,ADVENTURER,AVENTURIER,ABENTEURER,,AVENTURERO
mmGoDifficulty3,,Main Menu Game Options,KgNone,NOMAD,NOMADE,NOMADE,,NÓMADA
mmGoDifficulty4,,Main Menu Game Options,KgNone,WARRIOR,GUERRIER,KRIEGER,,GUERRERO
mmGoDifficulty5,,Main Menu Game Options,KgNone,SURVIVALIST,SURVIVALISTE,ÜBERLEBENSKÜNSTLER,,SOBREVIVIENTE
mmGoDifficulty6,,Main Menu Game Options,KgNone,INSANE,EXTRÊME,IRRER,,DEMENTE
mmGoDisabled,,Main Menu Game Options,KgNone,DISABLED,DÉSACTIVÉE,DEAKTIVIERT,,DESHABILITADO
mmGoDropOnDeath,,Main Menu Game Options,KgNone,DROP ON DEATH,PERTE EN CAS DE MORT,FALLENLASSEN BEI TOD,,SOLTAR AL MORIR
mmGoDropOnQuit,,Main Menu Game Options,KgNone,DROP ON QUIT,PERTE EN CAS D'ABANDON,FALLENLASSEN BEI VERLASSEN DES SPIELS,,SOLTAR AL SALIR
mmGoEnemyDifficulty,,Main Menu Game Options,KgNone,ENEMY AGGRESSION,AGRESSIVITÉ DE L'ENNEMI,GEGNERISCHE AGGRESSIVITÄT,,AGRESIÓN ENEMIGA
mmGoEnemyDifficultyFeral,,Main Menu Game Options,KgNone,FERAL,FÉROCE,WILD,,SALVAJE
mmGoEnemyDifficultyNormal,,Main Menu Game Options,KgNone,NORMAL,NORMAL,NORMAL,,NORMAL
mmGoEnemySenseMemory,,Main Menu Game Options,KgNone,ENEMY MEMORY,MÉMOIRE DE L'ENNEMI,GEDÄCHTNIS DER GEGNER,,MEMORIA ENEMIGA
mmGoEnemySpawn,,Main Menu Game Options,KgNone,ENEMY SPAWNING:,APPARITION DES ENNEMIS :,ERSCHEINEN DER GEGNER:,,APARICIÓN DE ENEMIGOS:
mmGoEnemySpawnMode,,Main Menu Game Options,KgNone,ENEMY SPAWNING,APPARITION DES ENNEMIS,ERSCHEINEN DER GEGNER,,APARICIÓN DE ENEMIGOS
mmGoFast,,Main Menu Game Options,KgNone,FAST,RAPIDE,SCHNELL,,RÁPIDO
mmGoFrag,,Main Menu Game Options,KgNone,{0} FRAG,{0} ÉLIMINATION,{0} FRAG,,{0} BAJA
mmGoFragLimit,,Main Menu Game Options,KgNone,FRAG LIMIT:,LIMITE D'ÉLIMINATIONS :,FRAG-LIMIT:,,LÍMITE DE BAJAS:
mmGoFrags,,Main Menu Game Options,KgNone,{0} FRAGS,{0} ÉLIMINATIONS,{0} FRAGS,,{0} BAJAS
mmGoFriendlyFire,,Main Menu Game Options,KgNone,FRIENDLY FIRE,TIR AMI,EIGENBESCHUSS,,FUEGO AMISTOSO
mmGoGameMode,,Main Menu Game Options,KgNone,GAME MODE,MODE DE JEU,SPIELMODUS,,MODO DE JUEGO
mmGoGameName,,Main Menu Game Options,KgNone,GAME NAME,NOM DE LA PARTIE,SPIELNAME,,NOMBRE DE LA PARTIDA
mmGoGameWorld,,Main Menu Game Options,KgNone,GAME WORLD,MONDE DU JEU,SPIELWELT,,MUNDO DE LA PARTIDA
mmGoHigh,,Main Menu Game Options,KgNone,HIGH,ÉLEVÉE,HOCH,,ALTO
mmGoHighQuality,,Main Menu Game Options,KgNone,HIGH QUALITY,HAUTE QUALITÉ,HOHE QUALITÄT,,MUY ALTO
mmGoInfinite,,Main Menu Game Options,KgNone,INFINITE,INFINI,UNENDLICH,,INFINITO
mmGoLandClaimDeadZone,,Main Menu Game Options,KgNone,CLAIM DEADZONE,REVENDIQUER LA ZONE MORTE,TODESZONE DES GEBIETS,,RECLAMAR ZONA MUERTA
mmGoLandClaimDeadZoneValue,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimDeadZoneValues,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimDecayMode,,Main Menu Game Options,KgNone,CLAIM DECAY MODE,MODE DE DÉCLIN D'UNE REVENDICATION,VERFALL DES GEBIETS,,MODO DECLIVE DE RECLAMADOS
mmGoLandClaimDecayModeFast,,Main Menu Game Options,KgNone,FAST,RAPIDE,SCHNELL,,RÁPIDO
mmGoLandClaimDecayModeNone,,Main Menu Game Options,KgNone,NONE,AUCUN,KEINE,,NADA
mmGoLandClaimDecayModeSlow,,Main Menu Game Options,KgNone,SLOW,LENT,LANGSAM,,LENTO
mmGoLandClaimDecayModeValue,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoLandClaimDecayModeValues,,Main Menu Game Options,KgNone,{0},{0},{0},,{0}
mmGoLandClaimExpiryTime,,Main Menu Game Options,KgNone,CLAIM DURATION,DURÉE DE LA REVENDICATION,GEBIETSSCHUTZDAUER,,DURACIÓN DE RECLAMADOS
mmGoLandClaimExpiryTimeValue,,Main Menu Game Options,KgNone,{0} DAYS.,{0} JOURS.,{0} TAGE.,,DÍAS: {0}
mmGoLandClaimExpiryTimeValues,,Main Menu Game Options,KgNone,{0} DAYS.,{0} JOURS.,{0} TAGE.,,DÍAS: {0}
mmGoLandClaimOfflineDurabilityModifier,,Main Menu Game Options,KgNone,CLAIM HEALTH OFFLINE,REVENDIQUER DE LA SANTÉ HORS LIGNE,HÄRTE-MODIFIKATOR DES GEBIETS – OFFLINE,,SALUD DE RECLAMADOS DESACTIVADA
mmGoLandClaimOfflineDurabilityModifierValue,,Main Menu Game Options,KgNone,{0}X,{0}x,{0}X,,x{0}
mmGoLandClaimOfflineDurabilityModifierValues,,Main Menu Game Options,KgNone,{0}X,{0}x,{0}X,,x{0}
mmGoLandClaimOnlineDurabilityModifier,,Main Menu Game Options,KgNone,CLAIM HEALTH ONLINE,REVENDIQUER DE LA SANTÉ EN LIGNE,HÄRTE-MODIFIKATOR DES GEBIETS – ONLINE,,SALUD DE RECLAMADOS ACTIVADA
mmGoLandClaimOnlineDurabilityModifierValue,,Main Menu Game Options,KgNone,{0}X,{0}x,{0}X,,x{0}
mmGoLandClaimOnlineDurabilityModifierValues,,Main Menu Game Options,KgNone,{0}X,{0}x,{0}X,,x{0}
mmGoLandClaimSize,,Main Menu Game Options,KgNone,CLAIM SIZE,TAILLE DE LA REVENDICATION,GRÖSSE DES GESICHERTEN GEBIETS,,TAMAÑO DEL TERRITORIO
mmGoLandClaimSizeValue,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLandClaimSizeValues,,Main Menu Game Options,KgNone,{0} BLOCKS.,{0} BLOCS.,{0} BLÖCKE:,,BLOQUES: {0}
mmGoLootAbundance,,Main Menu Game Options,KgNone,LOOT ABUNDANCE,ABONDANCE DE BUTIN,BEUTEMENGE,,ABUNDANCIA DE BOTÍN
mmGoLootAbundanceValue,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoLootAbundanceValues,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoLootRespawnDays,,Main Menu Game Options,KgNone,LOOT RESPAWN TIME,FRÉQUENCE D'APPARITION DE BUTIN,ZEIT BIS ZUM WIEDERERSCHEINEN VON BEUTE,,TIEMPO DE REAPARICIÓN DEL BOTÍN
mmGoLootRespawnDaysValue,,Main Menu Game Options,KgNone,{0} DAY,{0} JOUR,{0} TAG,,{0} DÍA
mmGoLootRespawnDaysValues,,Main Menu Game Options,KgNone,{0} DAYS,{0} JOURS,{0} TAGE,,{0} DÍAS
mmGoLootTimer,,Main Menu Game Options,KgNone,LOOT TIMER,VITESSE D'ACCÈS AU BUTIN,BEUTE-TIMER,,CRONÓMETRO DEL BOTÍN
mmGoLow,,Main Menu Game Options,KgNone,LOW,BASSE,NIEDRIG,,BAJO
mmGoMarkAirDrops,,Main Menu Game Options,KgNone,MARK AIR DROPS,INDIQUER PARACHUTAGES,ABWÜRFE AUS DER LUFT MARKIEREN,,SEÑALAR SUMINISTROS AÉREOS
mmGoMatchLength,,Main Menu Game Options,KgNone,MATCH LENGTH:,LONGUEUR DU MATCH :,LÄNGE DES MATCHES:,,DURACIÓN DE LA PARTIDA:
mmGoMaxPlayers,,Main Menu Game Options,KgNone,MAX PLAYERS:,JOUEURS MAX. :,MAXIMALE SPIELERANZAHL:,,JUGADORES MÁXIMOS:
mmGoMedium,,Main Menu Game Options,KgNone,MEDIUM,INTERMÉDIAIRE,MITTEL,,MEDIO
mmGoMinute,,Main Menu Game Options,KgNone,{0} MINUTE,{0} MINUTE,{0} MINUTE,,{0} MINUTO
mmGoMinutes,,Main Menu Game Options,KgNone,{0} MINUTES,{0} MINUTES,{0} MINUTEN,,{0} MINUTOS
mmGoNightPercentage,,Main Menu Game Options,KgNone,PERC. OF NIGHT,% DE NUIT,PROZENT NACHT,,PORCENTAJE NOCTURNO
mmGoNightPercentageValue,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoNightPercentageValues,,Main Menu Game Options,KgNone,{0}%,{0} %,{0} %,,{0} %
mmGoNone,,Main Menu Game Options,KgNone,NOTHING,RIEN,NICHTS,,NADA
mmGoNormal,,Main Menu Game Options,KgNone,NORMAL,NORMAL,NORMAL,,NORMAL
mmGoNoTimer,,Main Menu Game Options,KgNone,NONE,AUCUN,KEINE,,NADA
mmGoOff,,Main Menu Game Options,KgNone,OFF,DÉSACTIVÉ,AUS,,DESACTIVADO
mmGoOn,,Main Menu Game Options,KgNone,ON,ACTIVÉ,AN,,ACTIVADO
mmGoPassword,,Main Menu Game Options,KgNone,GAME PASSWORD,MOT DE PASSE DE LA PARTIE,SPIELPASSWORT,,CONTRASEÑA DE LA PARTIDA
mmGoPersistentCharacters,,Main Menu Game Options,KgNone,PERSISTENT CHARACTERS,PERSONNAGES PERSISTANTS,BLEIBENDE CHARAKTERE,,JUGADORES CONSTANTES
mmGoPlayer,,Main Menu Game Options,KgNone,{0} PLAYER,{0} JOUEUR,{0} SPIELER,,{0} JUGADOR
mmGoPlayerDamageGiven,,Main Menu Game Options,KgNone,DAMAGE GIVEN,DÉGÂTS INFLIGÉS,ZUGEFÜGTER SCHADEN,,DAÑO PRODUCIDO
mmGoPlayerDamageRecieved,,Main Menu Game Options,KgNone,DAMAGE RECEIVED,DÉGÂTS REÇUS,ERLITTENER SCHADEN,,DAÑO RECIBIDO
mmGoPlayers,,Main Menu Game Options,KgNone,{0} PLAYERS,{0} JOUEURS,{0} SPIELER,,{0} JUGADORES
mmGoPort,,Main Menu Game Options,KgNone,GAME PORT:,PORT DE LA PARTIE :,SPIEL-PORT:,,PUERTO DE LA PARTIDA:
mmGoPublic,,Main Menu Game Options,KgNone,PUBLIC/PRIVATE,PUBLIQUE/PRIVÉE,ÖFFENTLICH/PRIVAT,,PÚBLICA/PRIVADA
mmGoPublicOff,,Main Menu Game Options,KgNone,PRIVATE GAME,PARTIE PRIVÉE,PRIVATES SPIEL,,PARTIDA PRIVADA
mmGoPublicOn,,Main Menu Game Options,KgNone,PUBLIC GAME,PARTIE PUBLIQUE,ÖFFENTLICHES SPIEL,,PARTIDA PÚBLICA
mmGoRebuildMap,,Main Menu Game Options,KgNone,REBUILD MAP:,RECONSTRUIRE LA CARTE :,KARTE NEU AUFBAUEN:,,RECONSTRUIR MAPA:
mmGoRebuildMap1,,Main Menu Game Options,KgNone,NEVER,JAMAIS,NIE,,NUNCA
mmGoRebuildMap2,,Main Menu Game Options,KgNone,END OF MATCH,À LA FIN DU MATCH,ENDE DES MATCHES,,FIN DE LA PARTIDA
mmGoRebuildMap3,,Main Menu Game Options,KgNone,HOURLY,TOUTES LES HEURES,STÜNDLICH,,CADA HORA
mmGoRebuildMap4,,Main Menu Game Options,KgNone,DAILY,TOUS LES JOURS,TÄGLICH,,DIARIAMENTE
mmGoSecond,,Main Menu Game Options,KgNone,{0} SECOND,{0} SECONDE,{0} SEKUNDE,,{0} SEGUNDO
mmGoSeconds,,Main Menu Game Options,KgNone,{0} SECONDS,{0} SECONDES,{0} SEKUNDEN,,{0} SEGUNDOS
mmGoShowPlayersOnMap,,Main Menu Game Options,KgNone,SHOW FRIEND ICONS:,AFFICHER LES ICÔNES D'AMIS :,SYMBOLE DER FREUNDE ZEIGEN:,,MOSTRAR ICONOS DE AMIGOS:
mmGoToolbelt,,Main Menu Game Options,KgNone,TOOLBELT ONLY,CEINTURE À OUTILS UNIQUEMENT,NUR WERKZEUGGÜRTEL,,SOLO CINTURÓN
mmGoUnlimited,,Main Menu Game Options,KgNone,UNLIMITED,ILLIMITÉ,UNBEGRENZT,,ILIMITADO
mmGoVeryHigh,,Main Menu Game Options,KgNone,VERY HIGH,TRÈS ÉLEVÉE,SEHR HOCH,,MUY ALTO
mmGoVeryLow,,Main Menu Game Options,KgNone,VERY LOW,TRÈS BASSE,SEHR NIEDRIG,,MUY BAJO
mmGoZombiePlayers,,Main Menu Game Options,KgNone,ZOMBIE PLAYERS:,JOUEURS ZOMBIES :,ZOMBIE-SPIELER:,,JUGADORES ZOMBI:
mmGoZombiesRun,,Main Menu Game Options,KgNone,ZOMBIES RUN,LES ZOMBIES COURENT,ZOMBIES LAUFEN,,CARRERA ZOMBI
mmGoZRAlways,,Main Menu Game Options,KgNone,ALWAYS RUN,COURENT TOUJOURS,IMMER LAUFEN,,SIEMPRE CORREN
mmGoZRDefault,,Main Menu Game Options,KgNone,DEFAULT,PAR DÉFAUT,STANDARD,,PREDETERMINADO
mmGoZRNever,,Main Menu Game Options,KgNone,NEVER RUN,NE COURENT JAMAIS,NIE LAUFEN,,NUNCA CORREN
mmLblCreateMatchBody,,Main Menu Invite join popup body,KgNone,Starting match...,Début du match...,Match wird gestartet …,,Empezando partida...
mmLblQuickMatchBody,,Main Menu Invite join popup body,KgNone,Searching for game...,Recherche d'une partie...,Suche nach Spiel läuft …,,Buscando partida...
mmLblCreateMatch,,Main Menu Invite join popup title,KgNone,CREATING GAME,CRÉATION DE LA PARTIE,SPIEL WIRD ERSTELLT,,CREANDO PARTIDA
mmLblInviteJoin,,Main Menu Invite join popup title,KgNone,JOINING MULTIPLAYER GAME,VOUS REJOIGNEZ LA PARTIE MULTIJOUEUR,MEHRSPIELER-SPIEL BEITRETEN,,UNIÉNDOSE A PARTIDA MULTIJUGADOR
mmLblQuickMatch,,Main Menu Invite join popup title,KgNone,LOOKING FOR MULTIPLAYER GAME,À LA RECHERCHE DE PARTIES MULTIJOUEUR,SUCHE NACH EINEM MEHRSPIELER-SPIEL LÄUFT,,BUSCANDO UNA PARTIDA MULTIJUGADOR
mmLblInviteJoinBody,,Main Menu join popup,KgNone,Connecting to multiplayer game. Please wait.,Connexion à la partie multijoueur. Veuillez patienter.,Verbindung zum Mehrspieler-Spiel wird hergestellt. Bitte warten.,,Conectándose a una partida multijugador. Espera.
mmLblCanceling,,Main Menu Matchmaking popup,KgNone,LOOKING FOR MULTIPLAYER GAME,À LA RECHERCHE DE PARTIES MULTIJOUEUR,SUCHE NACH EINEM MEHRSPIELER-SPIEL LÄUFT,,BUSCANDO UNA PARTIDA MULTIJUGADOR
mmLblCancelingBody,,Main Menu Matchmaking popup,KgNone,Canceling...,Annulation en cours...,Abbrechen …,,Cancelando...
mmBtnEditName,,Main Menu Name Entry,KgNone,EDIT NAME,MODIFIER LE NOM,NAMEN BEARBEITEN,,EDITAR NOMBRE
mmLblVerifyNamePopupText,,Main Menu Name Entry,KgNone,VERIFY THE NAME YOU ENTERED IS CORRECT.,VÉRIFIEZ QUE LE NOM QUE VOUS AVEZ SAISI EST CORRECT.,"BESTÄTIGE, DASS DER EINGEGEBENE NAME KORREKT IST.",,VERIFICA QUE EL NOMBRE ES CORRECTO.
goGameDifficulty,,Main Menu New Game,KgNone,Game Difficulty,Difficulté de la partie,Schwierigkeit des Spiels,,Dificultad de la partida
mmLblEnterGameNamePopupText,,Main Menu New Game,KgNone,PLEASE ENTER A NAME FOR THIS GAME,VEUILLEZ SAISIR UN NOM POUR CETTE PARTIE,BITTE GIB EINEN NAMEN FÜR DIESES SPIEL EIN,,INGRESA UN NOMBRE PARA ESTA PARTIDA
mmLblNameLengthError,,Main Menu New Game,KgNone,The name of the game cannot be greater than 16 characters,Le nom de la partie ne doit pas excéder 16 caractères.,Der Name des Spiels darf nicht länger als 16 Zeichen sein,,El nombre no puede superar los 16 caracteres.
mmLblNameLengthErrorInvalid,,Main Menu New Game,KgNone,Invalid Length of Game Name,Longueur du nom de la partie non valide,Ungültige Länge des Spielnamens,,La longitud del nombre de la partida es inválida.
ps4SaveLblCreative,,Main Menu New Game,KgNone,Creative Multiplayer,Création multijoueur,Mehrspieler – Kreativer Modus,,Multijugador creativo
ps4SaveLblNavezgane,,Main Menu New Game,KgNone,Navezgane,Navezgane,Navezgane,,Navezgane
ps4SaveLblPrivate,,Main Menu New Game,KgNone,Private Multiplayer,Multijoueur privé,Mehrspieler – Privates Spiel,,Multijugador privado
ps4SaveLblRandomGen,,Main Menu New Game,KgNone,Random Gen,Génération aléatoire,Zufällig generieren,,Generación al azar
ps4SaveLblSurvivalMP,,Main Menu New Game,KgNone,Survival Multiplayer,Survie multijoueur,Mehrspieler – Überlebensmodus,,Supervivencia multijugador
ps4SaveLblSurvivalSP,,Main Menu New Game,KgNone,Survival Single Player,Survie un joueur,Einzelspieler – Überlebensmodus,,Supervivencia de un jugador
ps4SaveLblWorldDesc,,Main Menu New Game,KgNone,"Contains all world data including world progression, rulesets, standard and modded options.","Elles contiennent toutes les données du monde dont la progression du monde, l'ensemble des règles ainsi que les options standards et modifiées.","Beinhaltet alle Weltdaten, inklusive Weltfortschritt, Regelsätze, Standardoptionen und modifizierte Optionen.",,"Contiene todos los datos del mundo, como la progresión en el mundo, los conjuntos de reglas y las opciones modificadas y estándar."
ps4SaveLblWorldTitle,,Main Menu New Game,KgNone,World Data,Données du monde,Weltdaten,,Datos del mundo
mmGoResetGameOptions,,Main Menu Options,KgNone,RESTORE MODE DEFAULTS,RESTAURER LE MODE PAR DÉFAUT,STANDARDEINSTELLUNGEN DES MODUS WIEDERHERSTELLEN,,RESTABLECER MODO PREDETERMINADO
mmBtnDefaults,,Main Menu Player Options,KgNone,DEFAULTS,PAR DÉFAUT,STANDARDEINSTELLUNGEN,,PREDETERMINADOS
mmLblControlLayout,,Main Menu Player Options,KgNone,CONTROL LAYOUT,DISPOSITION DES COMMANDES,TASTENBELEGUNG,,CONTROL DE PLANO
mmLblControllerVibrationPS4,,Main Menu Player Options,KgNone,WIRELESS CONTROLLER VIBRATION,VIBRATION DE LA MANETTE SANS FIL,WIRELESS-CONTROLLER-VIBRATION,,VIBRACIÓN DEL CONTROL INALÁMBRICO
mmLblControllerVibrationXB1,,Main Menu Player Options,KgNone,CONTROLLER VIBRATION,VIBRATION DE LA MANETTE,CONTROLLER-VIBRATION,,VIBRACIÓN DEL CONTROL
mmLblInGame,,Main Menu Player Options,KgNone,IN GAME,EN JEU,IM SPIEL,,EN EL JUEGO
mmLblInMenu,,Main Menu Player Options,KgNone,IN MENU,DANS LE MENU,IM MENÜ,,EN MENÚS
mmLblInvertLook,,Main Menu Player Options,KgNone,INVERT LOOK,INVERSER LE REGARD,KAMERA INVERTIEREN,,VISIÓN INVERTIDA
mmLblMotionBlur,,Main Menu Player Options,KgNone,MOTION BLUR,FLOU CINÉTIQUE,BEWEGUNGSUNSCHÄRFE,,DIFUMINACIÓN
mmLblSouthpaw,,Main Menu Player Options,KgNone,SOUTHPAW,SOUTHPAW,LINKSHÄNDER,,ZURDO
mmSldAmbienceVolume,,Main Menu Player Options,KgNone,AMBIENT SOUND VOLUME,VOLUME DU SON AMBIANT,UMGEBUNGSLAUTSTÄRKE,,VOLUMEN DE SONIDOS AMBIENTALES
mmSldBackgroundOpacity,,Main Menu Player Options,KgNone,UI BACKGROUND OPACITY,OPACITÉ DE L'ARRIÈRE-PLAN DE L'INTERFACE UTILISATEUR,BENUTZEROBERFLÄCHE: LICHTUNDURCHLÄSSIGKEIT DES HINTERGRUNDS,,OPACIDAD DE LA INTERFAZ DEL FONDO
mmSldForegroundOpacity,,Main Menu Player Options,KgNone,UI FOREGROUND OPACITY,OPACITÉ DU PREMIER PLAN DE L'INTERFACE UTILISATEUR,BENUTZEROBERFLÄCHE: LICHTUNDURCHLÄSSIGKEIT DES VORDERGRUNDS,,OPACIDAD DE LA INTERFAZ FRONTAL
mmSldGamma,,Main Menu Player Options,KgNone,GAMMA,GAMMA,GAMMA,,GAMA
mmSldInterfaceSensitivity,,Main Menu Player Options,KgNone,INTERFACE SENSITIVITY,SENSIBILITÉ DE L'INTERFACE,EMPFINDLICHKEIT DER BENUTZEROBERFLÄCHE,,SENSIBILIDAD DE LA INTERFAZ
mmSldLookSensitivity,,Main Menu Player Options,KgNone,LOOK SENSITIVITY,SENSIBILITÉ DU REGARD,KAMERAEMPFINDLICHKEIT,,SENSIBILIDAD DE LA VISIÓN
mmSldMusicVolume,,Main Menu Player Options,KgNone,MUSIC VOLUME,VOLUME DE LA MUSIQUE,MUSIKLAUTSTÄRKE,,VOLUMEN DE LA MÚSICA
mmSldOverallVolume,,Main Menu Player Options,KgNone,OVERALL SOUND VOLUME,VOLUME GÉNÉRAL,GESAMTLAUTSTÄRKE,,VOLUMEN GENERAL DEL SONIDO
mmCharSelect,,Main Menu Profile List,KgNone,CHARACTER SELECT,SÉLECTION DU PERSONNAGE,CHARAKTERAUSWAHL,,SELECCIÓN DE PERSONAJES
ps4SaveLblSettingsDesc,,Main Menu User Sign In,KgNone,"Contains all user settings including video, audio, and controls preferences.","Contient tous les paramètres d'utilisateur dont les vidéos, les sons et les préférences des commandes.","Beinhaltet alle Einstellungen, inklusive Video, Audio und Steuerung.",,"Contiene todos los ajustes de usuario, como los de video, audio y preferencias de control."
ps4SaveLblSettingsSummary,,Main Menu User Sign In,KgNone,User Settings,Paramètres d'utilisateur,Benutzereinstellungen,,Ajustes de usuario
ps4SaveLblSettingsTitle,,Main Menu User Sign In,KgNone,Settings Data,Paramètres des données,Einstellungsdaten,,Datos de ajustes
mmLblVerifyNamePopupTitle,,MainMenu Name Entry,KgNone,VERIFY NAME,VÉRIFIER LE NOM,NAMEN BESTÄTIGEN,,VERIFICAR NOMBRE
xuiWPmap,,Map Window Paging in Game,KgNone,Map,Carte,Karte,,Mapa
aemmNoSessions,,Matchmaking App Error,KgNone,There were no sessions available.  Please start a new game or adjust your search criteria and try again.,Il n'y avait aucune session disponible. Veuillez commencer une nouvelle partie ou ajuster vos critères de recherche avant de réessayer.,Es waren keine Sitzungen verfügbar. Bitte starte ein neues Spiel oder passe deine Suchkriterien an und versuche es erneut.,,No había sesiones disponibles. Empieza una partida nueva o reajusta los criterios de búsqueda e inténtalo de nuevo.
aemmOffline,,Matchmaking App Error,KgNone,"Unable to connect to the internet, please try again later.","Impossible de se connecter à Internet, veuillez réessayer plus tard.","Verbindung zum Internet konnte nicht hergestellt werden, versuche es bitte später nochmal.",,No se puede conectar a internet. Inténtalo de nuevo más tarde.
aemmUnknown,,Matchmaking App Error,KgNone,An internal error occurred while matchmaking.  Please try again.,Une erreur interne est survenue lors de la recherche d'adversaire. Veuillez réessayer.,Während der Suche ist ein interner Fehler aufgetreten. Bitte versuche es erneut.,,Ocurrió un error interno durante el emparejamiento. Inténtalo de nuevo.
aemmUnknownPS4,,Matchmaking App Error,KgNone,Connection to PlayStation™Network lost. Check your network connection and try again.,La connexion au PlayStation™Network a été perdue. Vérifiez votre connexion et réessayez.,Verbindung zu PlayStation™Network verloren. Bitte überprüfe deine Netzwerkverbindung und versuche es nochmal.,,Se ha perdido la conexión a PlayStation™Network. Verifica tu conexión de red e inténtalo de nuevo.
aemmUnknownXB1,,Matchmaking App Error,KgNone,Connection to Xbox Live services lost. Check your network connection and try again.,La connexion aux services Xbox Live a été perdue. Vérifiez votre connexion et réessayez.,Verbindung zu Xbox Live-Diensten verloren. Bitte überprüfe deine Netzwerkverbindung und versuche es nochmal.,,Se ha perdido la conexión a los servicios de Xbox Live. Verifica tu conexión de red e inténtalo de nuevo.
aemmUserBlocked,,Matchmaking App Error,KgNone,The game you're trying to join contains a user who has blocked you.,La partie que vous essayez de rejoindre contient un joueur qui vous a bloqué.,"An dem Spiel, dem du beitreten möchtest, nimmt ein Spieler teil, der dich geblockt hat.",,En la partida a la que te intentas unir hay un jugador que te ha bloqueado.
